Country,Region,District
United Kingdom of Great Britain and Northern Ireland,Northern Ireland,Causeway Coast And Glens
United Kingdom of Great Britain and Northern Ireland,Northern Ireland,Derry City And Strabane
United Kingdom of Great Britain and Northern Ireland,Northern Ireland,Fermanagh And Omagh
United Kingdom of Great Britain and Northern Ireland,Northern Ireland,Lisburn And Castlereagh
United Kingdom of Great Britain and Northern Ireland,Northern Ireland,Mid And East Antrim
United Kingdom of Great Britain and Northern Ireland,Northern Ireland,Mid Ulster
United Kingdom of Great Britain and Northern Ireland,Scotland,Aberdeen City
United Kingdom of Great Britain and Northern Ireland,Scotland,Aberdeenshire
United Kingdom of Great Britain and Northern Ireland,Scotland,Angus
United Kingdom of Great Britain and Northern Ireland,Scotland,Argyll And Bute
United Kingdom of Great Britain and Northern Ireland,Scotland,City Of Edinburgh
United Kingdom of Great Britain and Northern Ireland,Scotland,Clackmannanshire
United Kingdom of Great Britain and Northern Ireland,Scotland,Dumfries And Galloway
United Kingdom of Great Britain and Northern Ireland,Scotland,Dundee City
United Kingdom of Great Britain and Northern Ireland,Scotland,East Ayrshire
United Kingdom of Great Britain and Northern Ireland,Scotland,East Dunbartonshire
United Kingdom of Great Britain and Northern Ireland,Scotland,East Lothian
United Kingdom of Great Britain and Northern Ireland,Scotland,East Renfrewshire
United Kingdom of Great Britain and Northern Ireland,Scotland,Falkirk
United Kingdom of Great Britain and Northern Ireland,Scotland,Fife
United Kingdom of Great Britain and Northern Ireland,Scotland,Glasgow City
United Kingdom of Great Britain and Northern Ireland,Scotland,Highland
United Kingdom of Great Britain and Northern Ireland,Scotland,Inverclyde
United Kingdom of Great Britain and Northern Ireland,Scotland,Midlothian
United Kingdom of Great Britain and Northern Ireland,Scotland,Moray
United Kingdom of Great Britain and Northern Ireland,Scotland,Na H-Eileanan Siar
United Kingdom of Great Britain and Northern Ireland,Scotland,North Ayrshire
United Kingdom of Great Britain and Northern Ireland,Scotland,North Lanarkshire
United Kingdom of Great Britain and Northern Ireland,Scotland,Orkney Islands
United Kingdom of Great Britain and Northern Ireland,Scotland,Perth And Kinross
United Kingdom of Great Britain and Northern Ireland,Scotland,Renfrewshire
United Kingdom of Great Britain and Northern Ireland,Scotland,Scottish Borders
United Kingdom of Great Britain and Northern Ireland,Scotland,Shetland Islands
United Kingdom of Great Britain and Northern Ireland,Scotland,South Ayrshire
United Kingdom of Great Britain and Northern Ireland,Scotland,South Lanarkshire
United Kingdom of Great Britain and Northern Ireland,Scotland,Stirling
United Kingdom of Great Britain and Northern Ireland,Scotland,West Dunbartonshire
United Kingdom of Great Britain and Northern Ireland,Scotland,West Lothian
United Kingdom of Great Britain and Northern Ireland,Wales,Blaenau Gwent
United Kingdom of Great Britain and Northern Ireland,Wales,Bridgend
United Kingdom of Great Britain and Northern Ireland,Wales,Caerphilly
United Kingdom of Great Britain and Northern Ireland,Wales,Cardiff
United Kingdom of Great Britain and Northern Ireland,Wales,Carmarthenshire
United Kingdom of Great Britain and Northern Ireland,Wales,Ceredigion
United Kingdom of Great Britain and Northern Ireland,Wales,Conwy
United Kingdom of Great Britain and Northern Ireland,Wales,Denbighshire
United Kingdom of Great Britain and Northern Ireland,Wales,Flintshire
United Kingdom of Great Britain and Northern Ireland,Wales,Gwynedd
United Kingdom of Great Britain and Northern Ireland,Wales,Isle Of Anglesey
United Kingdom of Great Britain and Northern Ireland,Wales,Merthyr Tydfil
United Kingdom of Great Britain and Northern Ireland,Wales,Monmouthshire
United Kingdom of Great Britain and Northern Ireland,Wales,Neath Port Talbot
United Kingdom of Great Britain and Northern Ireland,Wales,Newport
United Kingdom of Great Britain and Northern Ireland,Wales,Pembrokeshire
United Kingdom of Great Britain and Northern Ireland,Wales,Powys
United Kingdom of Great Britain and Northern Ireland,Wales,Rhondda Cynon Taf
United Kingdom of Great Britain and Northern Ireland,Wales,Swansea
United Kingdom of Great Britain and Northern Ireland,Wales,Torfaen
United Kingdom of Great Britain and Northern Ireland,Wales,Vale Of Glamorgan
United Kingdom of Great Britain and Northern Ireland,Wales,Wrexham
Georgia,Abkhazeti (Abkhazia) Autonomous Republic,Gagra
Georgia,Abkhazeti (Abkhazia) Autonomous Republic,Gali
Georgia,Abkhazeti (Abkhazia) Autonomous Republic,Gudauta
Georgia,Abkhazeti (Abkhazia) Autonomous Republic,Gulripshi
Georgia,Abkhazeti (Abkhazia) Autonomous Republic,Ochamchire
Georgia,Abkhazeti (Abkhazia) Autonomous Republic,Sokhumi
Georgia,Abkhazeti (Abkhazia) Autonomous Republic,Sokhumi (City)
Georgia,Adjara (Adjaria) Autonomous Republic,Batumi (City)
Georgia,Adjara (Adjaria) Autonomous Republic,Keda
Georgia,Adjara (Adjaria) Autonomous Republic,Khelvachauri
Georgia,Adjara (Adjaria) Autonomous Republic,Khulo
Georgia,Adjara (Adjaria) Autonomous Republic,Kobuleti
Georgia,Adjara (Adjaria) Autonomous Republic,Shuakhevi
Georgia,Guria,Chokhatauri
Georgia,Guria,Lanchkhuti
Georgia,Guria,Ozurgeti
Georgia,Imereti,Baghdati
Georgia,Imereti,Chiatura
Georgia,Imereti,Kharagauli
Georgia,Imereti,Khoni
Georgia,Imereti,Kutaisi
Georgia,Imereti,Sachkhere
Georgia,Imereti,Samtredia
Georgia,Imereti,Terjola
Georgia,Imereti,Tqibuli
Georgia,Imereti,Tsqaltubo
Georgia,Imereti,Vani
Georgia,Imereti,Zestaponi
Georgia,Kakheti,Akhmeta
Georgia,Kakheti,Dedoplistsqaro
Georgia,Kakheti,Gurjaani
Georgia,Kakheti,Lagodekhi
Georgia,Kakheti,Qvareli
Georgia,Kakheti,Sagarejo
Georgia,Kakheti,Sighnaghi
Georgia,Kakheti,Telavi
Georgia,Kvemo Kartli,Bolnisi
Georgia,Kvemo Kartli,Dmanisi
Georgia,Kvemo Kartli,Gardabani
Georgia,Kvemo Kartli,Marneuli
Georgia,Kvemo Kartli,Rustavi (City)
Georgia,Kvemo Kartli,Tetritsqaro
Georgia,Kvemo Kartli,Tsalka
Georgia,Mtskheta-Mtianeti,Akhalgori
Georgia,Mtskheta-Mtianeti,Dusheti
Georgia,Mtskheta-Mtianeti,Mtskheta
Georgia,Mtskheta-Mtianeti,Qazbegi
Georgia,Mtskheta-Mtianeti,Tianeti
Georgia,Racha-Lechkhumi-Kvemo Svaneti,Ambrolauri
Georgia,Racha-Lechkhumi-Kvemo Svaneti,Lentekhi
Georgia,Racha-Lechkhumi-Kvemo Svaneti,Oni
Georgia,Racha-Lechkhumi-Kvemo Svaneti,Tsageri
Georgia,Samegrelo-Zemo Svaneti,Abasha
Georgia,Samegrelo-Zemo Svaneti,Chkhorotsqu
Georgia,Samegrelo-Zemo Svaneti,Khobi
Georgia,Samegrelo-Zemo Svaneti,Martvili
Georgia,Samegrelo-Zemo Svaneti,Mestia
Georgia,Samegrelo-Zemo Svaneti,Poti City
Georgia,Samegrelo-Zemo Svaneti,Senaki
Georgia,Samegrelo-Zemo Svaneti,Tsalenjikha
Georgia,Samegrelo-Zemo Svaneti,Zugdidi
Georgia,Samtskhe-Javakheti,Adigeni
Georgia,Samtskhe-Javakheti,Akhalkalaki
Georgia,Samtskhe-Javakheti,Akhaltsikhe
Georgia,Samtskhe-Javakheti,Aspindza
Georgia,Samtskhe-Javakheti,Borjomi
Georgia,Samtskhe-Javakheti,Ninotsminda
Georgia,Shida Kartli,Gori
Georgia,Shida Kartli,Java
Georgia,Shida Kartli,Kareli
Georgia,Shida Kartli,Kaspi
Georgia,Shida Kartli,Khashuri
Georgia,Shida Kartli,Tskhinvali (City)
Georgia,Tbilisi (City),Area without administration at the 2nd level
Germany,Baden-Württemberg,Alb-Donau-Kreis
Germany,Baden-Württemberg,Baden-Baden
Germany,Baden-Württemberg,Biberach
Germany,Baden-Württemberg,Böblingen
Germany,Baden-Württemberg,Bodenseekreis
Germany,Baden-Württemberg,Breisgau-Hochschwarzwald
Germany,Baden-Württemberg,Calw
Germany,Baden-Württemberg,Emmendingen
Germany,Baden-Württemberg,Enzkreis
Germany,Baden-Württemberg,Esslingen
Germany,Baden-Württemberg,Freiburg Im Breisgau
Germany,Baden-Württemberg,Freudenstadt
Germany,Baden-Württemberg,Göppingen
Germany,Baden-Württemberg,Heidelberg
Germany,Baden-Württemberg,Heidenheim
Germany,Baden-Württemberg,Heilbronn
Germany,Baden-Württemberg,Heilbronn -Urban
Germany,Baden-Württemberg,Hohenlohekreis
Germany,Baden-Württemberg,Karlsruhe
Germany,Baden-Württemberg,Karlsruhe -Urban
Germany,Baden-Württemberg,Konstanz
Germany,Baden-Württemberg,Lörrach
Germany,Baden-Württemberg,Ludwigsburg
Germany,Baden-Württemberg,Main-Tauber-Kreis
Germany,Baden-Württemberg,Mannheim
Germany,Baden-Württemberg,Neckar-Odenwald-Kreis
Germany,Baden-Württemberg,Ortenaukreis
Germany,Baden-Württemberg,Ostalbkreis
Germany,Baden-Württemberg,Pforzheim
Germany,Baden-Württemberg,Rastatt
Germany,Baden-Württemberg,Ravensburg
Germany,Baden-Württemberg,Rems-Murr-Kreis
Germany,Baden-Württemberg,Reutlingen
Germany,Baden-Württemberg,Rhein-Neckar-Kreis
Germany,Baden-Württemberg,Rottweil
Germany,Baden-Württemberg,Schwäbisch Hall
Germany,Baden-Württemberg,Schwarzwald-Baar-Kreis
Germany,Baden-Württemberg,Sigmaringen
Germany,Baden-Württemberg,Stuttgart
Germany,Baden-Württemberg,Tübingen
Germany,Baden-Württemberg,Tuttlingen
Germany,Baden-Württemberg,Ulm
Germany,Baden-Württemberg,Waldshut
Germany,Baden-Württemberg,Zollernalbkreis
Germany,Bayern,Aichach-Friedberg
Germany,Bayern,Altötting
Germany,Bayern,Amberg
Germany,Bayern,Amberg-Sulzbach
Germany,Bayern,Ansbach
Germany,Bayern,Ansbach- Urban
Germany,Bayern,Aschaffenburg
Germany,Bayern,Aschaffenburg- Urban
Germany,Bayern,Augsburg
Germany,Bayern,Augsburg -Urban
Germany,Bayern,Bad Kissingen
Germany,Bayern,Bad Tölz-Wolfratshausen
Germany,Bayern,Bamberg
Germany,Bayern,Bamberg -Urban
Germany,Bayern,Bayreuth
Germany,Bayern,Bayreuth -Urban
Germany,Bayern,Berchtesgadener Land
Germany,Bayern,Cham
Germany,Bayern,Coburg
Germany,Bayern,Coburg -Urban
Germany,Bayern,Dachau
Germany,Bayern,Deggendorf
Germany,Bayern,Dillingen A.D.Donau
Germany,Bayern,Dingolfing-Landau
Germany,Bayern,Donau-Ries
Germany,Bayern,Ebersberg
Germany,Bayern,Eichstätt
Germany,Bayern,Erding
Germany,Bayern,Erlangen
Germany,Bayern,Erlangen-Höchstadt
Germany,Bayern,Forchheim
Germany,Bayern,Freising
Germany,Bayern,Freyung-Grafenau
Germany,Bayern,Fürstenfeldbruck
Germany,Bayern,Fürth
Germany,Bayern,Fürth -Urban
Germany,Bayern,Garmisch-Partenkirchen
Germany,Bayern,Günzburg
Germany,Bayern,Haßberge
Germany,Bayern,Hof
Germany,Bayern,Hof -Urban
Germany,Bayern,Ingolstadt
Germany,Bayern,Kaufbeuren
Germany,Bayern,Kelheim
Germany,Bayern,Kempten (Allgäu)
Germany,Bayern,Kitzingen
Germany,Bayern,Kronach
Germany,Bayern,Kulmbach
Germany,Bayern,Landsberg Am Lech
Germany,Bayern,Landshut
Germany,Bayern,Landshut -Urban
Germany,Bayern,Lichtenfels
Germany,Bayern,Lindau (Bodensee)
Germany,Bayern,Main-Spessart
Germany,Bayern,Memmingen
Germany,Bayern,Miesbach
Germany,Bayern,Miltenberg
Germany,Bayern,Mühldorf A.Inn
Germany,Bayern,München
Germany,Bayern,München -Urban
Germany,Bayern,Neu-Ulm
Germany,Bayern,Neuburg-Schrobenhausen
Germany,Bayern,Neumarkt I.D.Opf.
Germany,Bayern,Neustadt A.D.Aisch-Bad Windsheim
Germany,Bayern,Neustadt A.D.Waldnaab
Germany,Bayern,Nürnberg
Germany,Bayern,Nürnberger Land
Germany,Bayern,Oberallgäu
Germany,Bayern,Ostallgäu
Germany,Bayern,Passau
Germany,Bayern,Passau -Urban
Germany,Bayern,Pfaffenhofen A.D.Ilm
Germany,Bayern,Regen
Germany,Bayern,Regensburg
Germany,Bayern,Regensburg -Urban
Germany,Bayern,Rhön-Grabfeld
Germany,Bayern,Rosenheim
Germany,Bayern,Rosenheim -Urban
Germany,Bayern,Roth
Germany,Bayern,Rottal-Inn
Germany,Bayern,Schwabach
Germany,Bayern,Schwandorf
Germany,Bayern,Schweinfurt
Germany,Bayern,Schweinfurt -Urban
Germany,Bayern,Starnberg
Germany,Bayern,Straubing
Germany,Bayern,Straubing-Bogen
Germany,Bayern,Tirschenreuth
Germany,Bayern,Traunstein
Germany,Bayern,Unterallgäu
Germany,Bayern,Weiden I.D.Opf.
Germany,Bayern,Weilheim-Schongau
Germany,Bayern,Weißenburg-Gunzenhausen
Germany,Bayern,Wunsiedel I.Fichtelgebirge
Germany,Bayern,Würzburg
Germany,Bayern,Würzburg -Urban
Germany,Berlin,Berlin
Germany,Brandenburg,Barnim
Germany,Brandenburg,Brandenburg An Der Havel
Germany,Brandenburg,Cottbus
Germany,Brandenburg,Dahme-Spreewald
Germany,Brandenburg,Elbe-Elster
Germany,Brandenburg,Frankfurt (Oder)
Germany,Brandenburg,Havelland
Germany,Brandenburg,Märkisch-Oderland
Germany,Brandenburg,Oberhavel
Germany,Brandenburg,Oberspreewald-Lausitz
Germany,Brandenburg,Oder-Spree
Germany,Brandenburg,Ostprignitz-Ruppin
Germany,Brandenburg,Potsdam
Germany,Brandenburg,Potsdam-Mittelmark
Germany,Brandenburg,Prignitz
Germany,Brandenburg,Spree-Neiße
Germany,Brandenburg,Teltow-Fläming
Germany,Brandenburg,Uckermark
Germany,Bremen,Bremen
Germany,Bremen,Bremerhaven
Germany,Hamburg,Hamburg
Germany,Hessen,Bergstraße
Germany,Hessen,Darmstadt
Germany,Hessen,Darmstadt-Dieburg
Germany,Hessen,Frankfurt Am Main
Germany,Hessen,Fulda
Germany,Hessen,Gießen
Germany,Hessen,Groß-Gerau
Germany,Hessen,Hersfeld-Rotenburg
Germany,Hessen,Hochtaunuskreis
Germany,Hessen,Kassel
Germany,Hessen,Kassel -Urban
Germany,Hessen,Lahn-Dill-Kreis
Germany,Hessen,Limburg-Weilburg
Germany,Hessen,Main-Kinzig-Kreis
Germany,Hessen,Main-Taunus-Kreis
Germany,Hessen,Marburg-Biedenkopf
Germany,Hessen,Odenwaldkreis
Germany,Hessen,Offenbach
Germany,Hessen,Offenbach Am Main
Germany,Hessen,Rheingau-Taunus-Kreis
Germany,Hessen,Schwalm-Eder-Kreis
Germany,Hessen,Vogelsbergkreis
Germany,Hessen,Waldeck-Frankenberg
Germany,Hessen,Werra-Meißner-Kreis
Germany,Hessen,Wetteraukreis
Germany,Hessen,Wiesbaden
Germany,Mecklenburg-Vorpommern,Ludwigslust-Parchim
Germany,Mecklenburg-Vorpommern,Mecklenburgische Seenplatte
Germany,Mecklenburg-Vorpommern,Nordwestmecklenburg
Germany,Mecklenburg-Vorpommern,Rostock
Germany,Mecklenburg-Vorpommern,Rostock -Urban
Germany,Mecklenburg-Vorpommern,Schwerin
Germany,Mecklenburg-Vorpommern,Vorpommern-Greifswald
Germany,Mecklenburg-Vorpommern,Vorpommern-Rügen
Germany,Niedersachsen,Ammerland
Germany,Niedersachsen,Aurich
Germany,Niedersachsen,Braunschweig
Germany,Niedersachsen,Celle
Germany,Niedersachsen,Cloppenburg
Germany,Niedersachsen,Cuxhaven
Germany,Niedersachsen,Delmenhorst
Germany,Niedersachsen,Diepholz
Germany,Niedersachsen,Emden
Germany,Niedersachsen,Emsland
Germany,Niedersachsen,Friesland
Germany,Niedersachsen,Gifhorn
Germany,Niedersachsen,Goslar
Germany,Niedersachsen,Göttingen
Germany,Niedersachsen,Grafschaft Bentheim
Germany,Niedersachsen,Hameln-Pyrmont
Germany,Niedersachsen,Harburg
Germany,Niedersachsen,Heidekreis
Germany,Niedersachsen,Helmstedt
Germany,Niedersachsen,Hildesheim
Germany,Niedersachsen,Holzminden
Germany,Niedersachsen,Leer
Germany,Niedersachsen,Lüchow-Dannenberg
Germany,Niedersachsen,Lüneburg
Germany,Niedersachsen,Nienburg (Weser)
Germany,Niedersachsen,Northeim
Germany,Niedersachsen,Oldenburg
Germany,Niedersachsen,Oldenburg (Oldb)
Germany,Niedersachsen,Osnabrück
Germany,Niedersachsen,Osnabrück -Urban
Germany,Niedersachsen,Osterholz
Germany,Niedersachsen,Peine
Germany,Niedersachsen,Region Hannover
Germany,Niedersachsen,Rotenburg (Wümme)
Germany,Niedersachsen,Salzgitter
Germany,Niedersachsen,Schaumburg
Germany,Niedersachsen,Stade
Germany,Niedersachsen,Uelzen
Germany,Niedersachsen,Vechta
Germany,Niedersachsen,Verden
Germany,Niedersachsen,Wesermarsch
Germany,Niedersachsen,Wilhelmshaven
Germany,Niedersachsen,Wittmund
Germany,Niedersachsen,Wolfenbüttel
Germany,Niedersachsen,Wolfsburg
Germany,Nordrhein-Westfalen,Bielefeld
Germany,Nordrhein-Westfalen,Bochum
Germany,Nordrhein-Westfalen,Bonn
Germany,Nordrhein-Westfalen,Borken
Germany,Nordrhein-Westfalen,Bottrop
Germany,Nordrhein-Westfalen,Coesfeld
Germany,Nordrhein-Westfalen,Dortmund
Germany,Nordrhein-Westfalen,Duisburg
Germany,Nordrhein-Westfalen,Düren
Germany,Nordrhein-Westfalen,Düsseldorf
Germany,Nordrhein-Westfalen,Ennepe-Ruhr-Kreis
Germany,Nordrhein-Westfalen,Essen
Germany,Nordrhein-Westfalen,Euskirchen
Germany,Nordrhein-Westfalen,Gelsenkirchen
Germany,Nordrhein-Westfalen,Gütersloh
Germany,Nordrhein-Westfalen,Hagen
Germany,Nordrhein-Westfalen,Hamm
Germany,Nordrhein-Westfalen,Heinsberg
Germany,Nordrhein-Westfalen,Herford
Germany,Nordrhein-Westfalen,Herne
Germany,Nordrhein-Westfalen,Hochsauerlandkreis
Germany,Nordrhein-Westfalen,Höxter
Germany,Nordrhein-Westfalen,Kleve
Germany,Nordrhein-Westfalen,Köln
Germany,Nordrhein-Westfalen,Krefeld
Germany,Nordrhein-Westfalen,Leverkusen
Germany,Nordrhein-Westfalen,Lippe
Germany,Nordrhein-Westfalen,Märkischer Kreis
Germany,Nordrhein-Westfalen,Mettmann
Germany,Nordrhein-Westfalen,Minden-Lübbecke
Germany,Nordrhein-Westfalen,Mönchengladbach
Germany,Nordrhein-Westfalen,Mülheim An Der Ruhr
Germany,Nordrhein-Westfalen,Münster
Germany,Nordrhein-Westfalen,Oberbergischer Kreis
Germany,Nordrhein-Westfalen,Oberhausen
Germany,Nordrhein-Westfalen,Olpe
Germany,Nordrhein-Westfalen,Paderborn
Germany,Nordrhein-Westfalen,Recklinghausen
Germany,Nordrhein-Westfalen,Remscheid
Germany,Nordrhein-Westfalen,Rhein-Erft-Kreis
Germany,Nordrhein-Westfalen,Rhein-Kreis Neuss
Germany,Nordrhein-Westfalen,Rhein-Sieg-Kreis
Germany,Nordrhein-Westfalen,Rheinisch-Bergischer Kreis
Germany,Nordrhein-Westfalen,Siegen-Wittgenstein
Germany,Nordrhein-Westfalen,Soest
Germany,Nordrhein-Westfalen,Solingen
Germany,Nordrhein-Westfalen,Städteregion Aachen
Germany,Nordrhein-Westfalen,Steinfurt
Germany,Nordrhein-Westfalen,Unna
Germany,Nordrhein-Westfalen,Viersen
Germany,Nordrhein-Westfalen,Warendorf
Germany,Nordrhein-Westfalen,Wesel
Germany,Nordrhein-Westfalen,Wuppertal
Germany,Rheinland-Pfalz,Ahrweiler
Germany,Rheinland-Pfalz,Altenkirchen (Westerwald)
Germany,Rheinland-Pfalz,Alzey-Worms
Germany,Rheinland-Pfalz,Bad Dürkheim
Germany,Rheinland-Pfalz,Bad Kreuznach
Germany,Rheinland-Pfalz,Bernkastel-Wittlich
Germany,Rheinland-Pfalz,Birkenfeld
Germany,Rheinland-Pfalz,Cochem-Zell
Germany,Rheinland-Pfalz,Donnersbergkreis
Germany,Rheinland-Pfalz,Eifelkreis Bitburg-Prüm
Germany,Rheinland-Pfalz,Frankenthal (Pfalz)
Germany,Rheinland-Pfalz,Germersheim
Germany,Rheinland-Pfalz,Kaiserslautern
Germany,Rheinland-Pfalz,Kaiserslautern -Urban
Germany,Rheinland-Pfalz,Koblenz
Germany,Rheinland-Pfalz,Kusel
Germany,Rheinland-Pfalz,Landau In Der Pfalz
Germany,Rheinland-Pfalz,Ludwigshafen Am Rhein
Germany,Rheinland-Pfalz,Mainz
Germany,Rheinland-Pfalz,Mainz-Bingen
Germany,Rheinland-Pfalz,Mayen-Koblenz
Germany,Rheinland-Pfalz,Neustadt An Der Weinstraße
Germany,Rheinland-Pfalz,Neuwied
Germany,Rheinland-Pfalz,Pirmasens
Germany,Rheinland-Pfalz,Rhein-Hunsrück-Kreis
Germany,Rheinland-Pfalz,Rhein-Lahn-Kreis
Germany,Rheinland-Pfalz,Rhein-Pfalz-Kreis
Germany,Rheinland-Pfalz,Speyer
Germany,Rheinland-Pfalz,Südliche Weinstraße
Germany,Rheinland-Pfalz,Südwestpfalz
Germany,Rheinland-Pfalz,Trier
Germany,Rheinland-Pfalz,Trier-Saarburg
Germany,Rheinland-Pfalz,Vulkaneifel
Germany,Rheinland-Pfalz,Westerwaldkreis
Germany,Rheinland-Pfalz,Worms
Germany,Rheinland-Pfalz,Zweibrücken
Germany,Saarland,Merzig-Wadern
Germany,Saarland,Neunkirchen
Germany,Saarland,Regionalverband Saarbrücken
Germany,Saarland,Saarlouis
Germany,Saarland,Saarpfalz-Kreis
Germany,Saarland,St. Wendel
Germany,Sachsen,Bautzen
Germany,Sachsen,Chemnitz
Germany,Sachsen,Dresden
Germany,Sachsen,Erzgebirgskreis
Germany,Sachsen,Görlitz
Germany,Sachsen,Leipzig
Germany,Sachsen,Leipzig -Urban
Germany,Sachsen,Meißen
Germany,Sachsen,Mittelsachsen
Germany,Sachsen,Nordsachsen
Germany,Sachsen,Sächsische Schweiz-Osterzgebirge
Germany,Sachsen,Vogtlandkreis
Germany,Sachsen,Zwickau
Germany,Sachsen-Anhalt,Altmarkkreis Salzwedel
Germany,Sachsen-Anhalt,Anhalt-Bitterfeld
Germany,Sachsen-Anhalt,Börde
Germany,Sachsen-Anhalt,Burgenlandkreis
Germany,Sachsen-Anhalt,Dessau-Roßlau
Germany,Sachsen-Anhalt,Halle (Saale)
Germany,Sachsen-Anhalt,Harz
Germany,Sachsen-Anhalt,Jerichower Land
Germany,Sachsen-Anhalt,Magdeburg
Germany,Sachsen-Anhalt,Mansfeld-Südharz
Germany,Sachsen-Anhalt,Saalekreis
Germany,Sachsen-Anhalt,Salzlandkreis
Germany,Sachsen-Anhalt,Stendal
Germany,Sachsen-Anhalt,Wittenberg
Germany,Schleswig-Holstein,Dithmarschen
Germany,Schleswig-Holstein,Flensburg
Germany,Schleswig-Holstein,Herzogtum Lauenburg
Germany,Schleswig-Holstein,Kiel
Germany,Schleswig-Holstein,Lübeck
Germany,Schleswig-Holstein,Neumünster
Germany,Schleswig-Holstein,Nordfriesland
